,ProfileName,Text
29484,lisa,"['whirly', 'popper', 'bought', 'package', 'package', 'competitor', 'always', 'much', 'popcorn', 'person', 'surprise', 'package', 'great', 'northern', 'popped', 'popcorn', 'competitor', 'overflowed', 'popper', 'want', 'popcorn', 'order', 'size', 'popcorn', 'delicious', 'almost', 'every', 'kernel', 'popped', 'taste', 'like', 'movie', 'theater', 'popcorn', 'paid', 'le', 'pack', 'bargain', 'compared', 'would', 'store']"
29551,steve,"['wife', 'take', 'movie', 'popcorn', 'seriously', 'every', 'friday', 'saturday', 'night', 'kid', 'turn', 'light', 'bluray', 'movie', 'popcorn', 'soda', 'year', 'buying', 'fresh', 'popcorn', 'locally', 'shop', 'closed', 'searched', 'replacement', 'amazon', 'knew', 'wouldnt', 'find', 'popcorn', 'fresh', 'mostly', 'concerned', 'flavor', 'bought', 'great', 'northern', 'popcornbr', 'arrived', 'concerned', 'look', 'packet', 'didnt', 'look', 'like', 'rather', 'butter', 'melt', 'solid', 'stick', 'cool', 'coagulates', 'back', 'solid', 'yellow', 'orange', 'curdledmarbled', 'look', 'felt', 'stiff', 'looked', 'packaging', 'find', 'expiration', 'date', 'wasnt', 'checked', 'review', 'people', 'said', 'suppose', 'solid', 'went', 'ahead', 'tried', 'started', 'heating', 'melted', 'instantly', 'everything', 'seemed', 'although', 'flavor', 'really', 'good', 'popcorn', 'certainly', 'wasnt', 'fresh', 'figured', 'fresh', 'local', 'popcorn', 'overly', 'critical', 'continued', 'make', 'every', 'weekendbr', 'almost', 'popcorn', 'pack', 'bought', 'orville', 'reddenbacher', 'popcorn', 'popcorn', 'grocery', 'store', 'popcorn', 'much', 'fresher', 'didnt', 'taste', 'anywhere', 'near', 'good', 'bought', 'another', 'case', 'great', 'northern', 'amazon', 'second', 'case', 'completely', 'different', 'first', 'pack', 'orange', 'actually', 'looked', 'like', 'solidified', 'popcorn', 'also', 'much', 'softer', 'almost', 'like', 'popped', 'pack', 'night', 'shocked', 'much', 'better', 'popcorn', 'much', 'fresher', 'simply', 'fantasticbr', 'day', 'later', 'found', 'friend', 'bought', 'great', 'northern', 'another', 'website', 'stopped', 'eating', 'third', 'pack', 'said', 'stale', 'enjoyable', 'gave', 'pack', 'loved', 'going', 'return', 'hope', 'fresher', 'onebr', 'shame', 'arent', 'better', 'quality', 'control', 'popcorn', 'simple', 'expiration', 'date', 'outside', 'case', 'would', 'assure', 'everyone', 'get', 'reasonably', 'fresh', 'supply', 'added', 'image', 'show', 'difference', 'pack', 'first', 'second', 'fresh', 'case', 'highly', 'recommend', 'returning', 'getting', 'fresher', 'case', 'itll', 'difference', 'getting', 'good', 'bowl', 'popcorn', 'great', 'onebr', 'never', 'bought', 'second', 'case', 'would', 'rated', 'star', 'second', 'case', 'definitely', '5star', 'rating', 'inability', 'tell', 'fresh', 'product', 'actually', 'open', 'cant', 'give', 'star', 'amazon', 'fault', 'since', 'would', 'open', 'box', 'someone', 'judge', 'good', 'look', 'prior', 'shipping', 'pretty', 'issue', 'since', 'werent', 'friend', 'would', 'tossed', 'case', 'garbage', 'would', 'written', 'great', 'northern', 'lowquality', 'brand']"
29678,mike,"['wasabi', 'lover', 'want', 'like', 'cheap', 'version', 'peanut', 'little', 'green', 'horse', 'radish', 'flavor', 'sprinkled', 'lot', 'wasabi']"
29856,gary peterson,"['browsing', 'threw', 'snack', 'isle', 'local', 'warehouse', 'store', 'spotted', 'kirkland', 'signature', 'cashew', 'cluster', 'almond', 'pumpkin', 'seed', 'hmmmm', 'nice', 'ingredient', 'lightly', 'held', 'together', 'candy', 'glue', 'little', 'square', 'well', 'could', 'possibly', 'resist', 'shopping', 'cart', 'went', 'along', 'nicelooking', 'trail', 'love', 'snack', 'like', 'theyre', 'tasty', 'satisfy', 'snacking', 'urge', 'theyre', 'made', 'nutritious', 'ingredient', 'including', 'protein', 'fiber', 'mention', 'theyre', 'fresh', 'delicious', 'plus', 'limited', 'saturated', 'trans', 'much', 'sugar', 'mmmmm', 'good', 'perfect', 'treat', 'dont', 'manybr', 'gary', 'peterson']"
29884,c f hill cfh,"['green', 'thunder', 'doe', 'remind', 'mountain', 'hint', 'apple', 'flavoring', 'like', 'better', 'energy', 'flavor', 'hrefhttpwwwamazoncomgpproductb005vooqkamio', 'black', 'cherry', '162ounce', 'pack', 'energy', 'drink', 'developed', 'taste', 'stuff', 'likely', 'rating', 'higher', 'othersbr', 'provide', 'decent', 'energy', 'boost', 'portable', 'bottle', 'make', 'convenient', 'carry', 'since', 'refrigerated', 'opening', 'three', 'short', 'squirt', 'water', 'seems', 'provide', 'best', 'tasting', 'tastesbr', 'great', 'midafternoon', 'pick', 'recommendedbr']"
29980,lynrie oh hell no,"['grew', 'tartar', 'sauce', 'sweet', 'pickle', 'relish', 'difficult', 'find', 'finding', 'good', 'thing', 'right', 'price', 'including', 'shippingthe', 'price', 'range', 'varies', 'including', 'shippingshop', 'around', 'next', 'disappointed', 'dill', 'pickle', 'tartar', 'sauce', 'feeling', 'ripped', 'outrageous', 'pricesshop', 'different', 'seller', 'amazon', 'product', 'make', 'mayo', 'sweet', 'relishbr', 'fried', 'seafood', 'ingredient', 'deviled', 'egg', 'english', 'sweet', 'salad', 'salad', 'tuna', 'salad', 'cream', 'cheese', 'filling', 'stuffed', 'celery', 'cold', 'macaroni', 'salad', 'little', 'ketchup', 'quick', 'russianthousand', 'island', 'salad', 'dressing', 'list', 'go']"
30041,chris,"['wife', 'gluten', 'dairy', 'intolerant', 'found', 'buying', 'flour', 'online', 'much', 'cheaper', 'store']"
30084,mary,"['bread', 'supereasy', 'make', 'bread', 'machine', 'taste', 'great', 'flour', 'produce', 'flavorful', 'bread', 'good', 'texture', 'better', 'bread', 'mix', 'tried']"
30090,karen,"['bread', 'main', 'glutenfree', 'bread', 'home', 'everyone', 'love', 'plus', 'allergy', 'make', 'eggfree', 'still', 'good']"
30097,anonymous,"['make', 'unusually', 'good', 'bread', 'bendable', 'chewy', 'hint', 'sweetness', 'probaby', 'sorghum', 'grain', 'make', 'really', 'good', 'normal', 'pizza', 'crust', 'flatbread', 'favorite', 'also', 'dairy', 'free']"
30363,c f hill cfh,"['thinkthin', 'brownie', 'crunch', 'bar', 'filling', 'good', 'tasting', 'diet', 'bar', 'expecting', 'little', 'debbie', 'brownie', 'greatly', 'disappointed', 'type', 'diabetic', 'glad', 'product', 'available', 'since', 'carbsbr', 'find', 'make', 'good', 'breakfast', 'midafternoon', 'snack', 'keeping', 'eating', 'something', 'much', 'worsebr', 'contain', 'maltitol', 'cause', 'gastric', 'distress', 'people', 'good', 'idea', 'make', 'sure', 'know', 'effect', 'heading', 'weekly', 'book', 'club', 'meetingbr', 'recommendedbr']"
30404,karen,"['made', 'purchase', 'caution', 'fact', 'made', 'expensive', 'purchase', 'flavored', 'coffee', 'different', 'brand', 'different', 'vendor', 'short', 'back', 'highly', 'disappointed', 'paid', 'dearly', 'extremely', 'poor', 'product', 'le', 'taste', 'walmart', 'great', 'value', 'brand', 'anyway', 'received', 'pumpkin', 'flavored', 'coffee', 'opened', 'aroma', 'immediately', 'told', 'worthy', 'product', 'brewing', 'taste', 'told', 'indeed', 'intend', 'also', 'flavor']"
30558,lynrie oh hell no,"['manager', 'special', 'cheap', 'buck', 'gave', 'milled', 'cane', 'sugar', 'second', 'ingredient', 'soooo', 'much', 'better', 'high', 'fructose', 'corn', 'syrup', 'human', 'body', 'sweet', 'enough', 'satisfy', 'sweet', 'tooth', 'teenager', 'bowl', 'satisfied', 'versus', 'inhaling', 'bowl', 'bowl', 'fruity', 'loopy', 'stuff', 'enjoy', 'recommended', 'daily', 'gram', 'whole', 'grain', 'serving', 'natural', 'preservative', 'good', 'source', 'protein', 'good', 'sweet', 'taste', 'kid', 'grownup', 'like', 'straight', 'cold', 'cereal', 'milk', 'mixed', 'yogurt', 'sprinkled', 'cream']"
30630,gary peterson,"['picked', 'wonderful', 'pistachio', '15ounce', 'packet', 'last', 'visit', 'local', 'costco', 'store', 'theyre', 'nice', 'pistachio', 'roasting', 'perfect', 'theyre', 'lightly', 'salted', 'like', 'little', 'bag', 'handy', 'snack', 'lunch', 'keeping', 'check', 'come', 'eating', 'pistachio', 'nicely', 'opened', 'found', 'uncracked', 'save', 'pile', 'nutcracker', 'enough', 'sodium', 'content', 'serving', 'quite', 'modest', 'relative', 'nut', 'calorie', 'content', 'fairly', 'high', 'lessharmful', 'fiber', 'protein', 'moderately', 'good', 'nice', 'nutrient', 'good', 'tastebr', 'gary', 'peterson']"
30671,gary peterson,"['keep', 'pantry', 'stocked', 'number', 'item', 'used', 'wide', 'variety', 'situation', 'require', 'little', 'preparation', 'nutritionally', 'sound', 'long', 'shelf', 'life', 'item', 'rosaritas', 'refried', 'bean', 'various', 'type', 'available', 'prefer', 'traditional', 'variety', 'case', '16ounce', 'local', 'warehouse', 'club', 'store', 'theyre', 'widely', 'available', 'almost', 'large', 'grocery', 'outlet', 'variety', 'different', 'brand', 'available', 'rosaritas', 'frijol', 'favoritebr', 'bean', 'wide', 'variety', 'situation', 'serve', 'egg', 'various', 'type', 'meat', 'used', 'variety', 'situation', 'mashed', 'potato', 'might', 'item', 'purchased', 'local', 'mexican', 'restaurant', 'taco', 'shop', 'side', 'dish', 'sandwich', 'take', 'minimal', 'preparation', 'serving', 'refried', 'bean', 'ready', 'matter', 'minute', 'theyre', 'delicious', 'plus', 'bean', 'pack', 'excellent', 'nutrition', 'theyre', 'high', 'protein', 'dietary', 'fiber', 'sodiumpotassium', 'ratio', 'even', 'serving', 'calorie', 'bean', 'notorious', 'producing', 'weve', 'never', 'problem', 'rosaritas', 'frijol', 'excellent', 'food', 'handbr', 'gary', 'peterson']"
30766,david,"['really', 'wanted', 'like', 'reading', 'good', 'review', 'cheese', 'snob', 'like', 'baked', 'lay', 'cheddar', 'flavor', 'something', 'flavor', 'cheddar', 'popchips', 'right', 'first', 'bite', 'bitter', 'aftertaste', 'back', 'lay']"
30775,jessica,"['greasy', 'salty', 'like', 'traditional', 'chip', 'actually', 'tend', 'satiating', 'sweet', 'snack', 'salty', 'least', 'sweet', 'potato', 'chip', 'variety', 'handful', 'sufficient', 'pick', 'relatively', 'wholesome', 'around', 'calorie', 'sugar', 'even', 'though', 'feel', 'like', 'something', 'slightly', 'sweet', 'really', 'going', 'spike', 'sugar', 'think', 'around', 'serving', 'overall', 'great', 'little', 'snack', 'feel', 'good', 'eating']"
30938,linda,"['chip', 'satisfying', 'good', 'snack', 'expected', 'taste', 'good', 'crisp', 'light', 'weight', 'watcher', 'brand', 'hard', 'find', 'stock', 'wish', 'amazon', 'could', 'carry', 'actual', 'weight', 'watcher', 'brand', 'chip', 'best', 'snack']"
31057,sarah,"['lucky', 'ordered', 'chip', 'virgin', 'america', 'flight', 'excited', 'amazon', 'light', 'crispy', 'anything', 'calorie', 'around', 'gram', 'love', 'chip', 'lover']"
31109,jen,"['tried', 'popchips', 'first', 'time', 'great', 'immediately', 'went', 'online', 'find', 'order', 'calorie', 'ounce', 'make', 'great', 'afternoon', 'snack', 'office']"
31310,mary,"['love', 'kcup', 'summer', 'product', 'sweet', 'load', 'extra', 'fresh', 'lemon', 'juice', 'delicious', 'light', 'tasting', 'dont', 'taste', 'kind', 'aftertaste', 'artifical', 'flavor', 'admit', 'water', 'quite', 'though', 'preference', 'along', 'lemon', 'juice', 'brew', 'kcup', 'maximum', 'water', 'amount', 'mini', 'brewer', 'believe', 'ozfor', 'give', 'large', 'glass', 'added', 'lemon', 'also', 'cool', 'drinkingi', 'realized', 'actually', 'brewing', 'significanly', 'water', 'product', 'believe', 'intended', 'cool', 'water', 'discretion', 'much', 'kcup', 'enjoy']"
31366,gary peterson,"['tonight', 'light', 'lettucebased', 'salad', 'dinner', 'opened', '186ounce', 'campbell', 'chunky', 'chicken', 'noodle', 'soup', 'healthy', 'request', 'variety', 'thought', 'rather', 'blandtasting', 'chicken', 'noodle', 'soup', 'thats', 'chicken', 'soup', 'high', 'sodium', 'content', 'relatively', 'fact', 'potassium', 'content', 'higher', 'sodium', 'content', 'almost', 'unheard', 'campbell', 'soup', 'fairly', 'calorie', 'also', 'whole', 'serving', 'amounted', 'calorie', 'also', 'content', 'protein', 'content', 'fairly', 'high', 'surprised', 'dont', 'label', 'diet', 'soup', 'spiral', 'noodle', 'vegetable', 'carrot', 'celery', 'fairly', 'large', 'chunky', 'seem', 'bland', 'overcooked', 'would', 'regard', 'soup', 'particularly', 'good', 'want', 'open', 'soup', 'meal', 'nutrient', 'superior', 'mostbr', 'gary', 'peterson']"
31751,sarah,"['product', 'tasted', 'wonderful', 'paleo', 'pumpkin', 'cheapest', 'place', 'could', 'find', 'definitely', 'purchase']"
31768,gary peterson,"['enjoy', 'shopping', 'local', 'fresh', 'easy', 'market', 'many', 'unusual', 'imported', 'item', 'theyre', 'british', 'company', 'imported', 'stuff', 'england', 'take', 'heinz', 'classic', 'cream', 'tomato', 'soup', 'supposedly', 'made', 'sold', 'year', 'well', 'figured', 'something', 'good', 'import', 'many', 'similar', 'brand', 'easily', 'available', 'right', 'stuff', 'really', 'good', 'might', 'expensive', 'much', 'better', 'real', 'rich', 'savory', 'taste', 'sodium', 'taste', 'great', 'lunch', 'understandbr', 'gary', 'peterson']"
32009,sarah,"['usually', 'libby', 'canned', 'pumpkin', 'pumpkin', 'isnt', 'dirty', 'dozen', 'list', 'buying', 'organic', 'wasnt', 'priority', 'pumpkin', 'yearround', 'store', 'around', 'canned', 'pumpkin', 'decided', 'order', 'itbr', 'hadnt', 'actually', 'tasted', 'particular', 'product', 'ordering', 'amazon', 'nervous', 'would', 'taste', 'would', 'stuck', 'luckily', 'canned', 'pumpkin', 'delicious', 'think', 'taste', 'better', 'libby', 'usually', 'mixed', 'oatmeal', 'yogurt', 'pumpkin', 'smoothy', 'sometimes', 'pumpkin', 'spice', 'sweetenerbr', 'arrived', 'perfect', 'conditionbr', 'ordered', 'item', 'december', '2010']"
32034,sarah,"['pumpkin', 'settle', 'dog', 'stomach', 'used', 'able', 'purchase', 'walmart', 'carry', 'different', 'brand', 'found', 'farmer', 'market', 'brand', 'online', 'excited', 'almost', 'didnt', 'review', 'dented', 'glad', 'arrived', 'perfectly']"
32121,laura,"['would', 'rather', 'detail', 'love', 'cleared', 'issue']"
32233,c2,"['need', 'fast', 'food', 'fairly', 'decent', 'food', 'grab', 'mean', 'absolutely', 'great', 'pinch', 'taste', 'even', 'better', 'butter', 'melted', 'kid', 'toss', 'microwave', 'fairly', 'decent', 'lunch', 'taste', 'great', 'hubby', 'love', 'although', 'probably', 'need', 'fill', 'along', 'sandwich', 'theyre', 'decent', 'value', 'recommend']"
32241,o brown ms o khannahbrown,"['echinacea', 'immune', 'support', 'herbal', 'yogi', 'natural', 'boosting', 'immune', 'system', 'natural', 'made', 'organic', 'peppermint', 'leaf', 'organic', 'lemon', 'grass', 'organic', 'echinacea', 'root', 'angustifolia', 'purprea', 'pallida', 'organic', 'licorice', 'root', 'organic', 'cinnamon', 'bark', 'organic', 'spearmint', 'leaf', 'organic', 'fennel', 'seed', 'organic', 'lemon', 'flavor', 'echinacea', 'purpurea', 'root', 'extract', 'phenol', 'organic', 'cardamom', 'seed', 'organic', 'rose', 'hip', 'organic', 'ginger', 'root', 'organic', 'burdock', 'root', 'stevia', 'leaf', 'organic', 'mullein', 'leaf', 'organic', 'clove', 'astragalus', 'root', 'extract', 'organic', 'black', 'pepper', 'european', 'elder', 'berry', 'extract', 'anthocyanins', 'natural', 'cinnamon', 'natural', 'cardamom', 'natural', 'ginger', 'whew', 'lot', 'good', 'ingredientsbr', 'taste', 'unusual', 'hard', 'define', 'probably', 'many', 'interesting', 'ingredient', 'slightly', 'tonicy', 'pleasant', 'love', 'thing', 'herb', 'purported', 'dobr', 'definitely', 'impressed', 'echinacea', 'immune', 'support', 'yogi', 'tea', 'general', 'echinacea', 'immune', 'support', 'come', 'expiration', 'date', 'good', 'thing', 'full', 'preservative', 'plus', 'tell', 'fresh', 'yogi', 'seems', 'another', 'company', 'like', 'numi', 'aspen', 'traditional', 'medicinals', 'value', 'sustainable', 'healthy', 'practice', 'site', 'helpful', 'glossary', 'ingredient', 'beautifully', 'designed', 'info', 'makebr', 'yogi', 'writes', 'tea', 'benefit', 'echinacea', 'immune', 'support', 'superior', 'blend', 'several', 'specie', 'organic', 'echinacea', 'root', 'echinacea', 'angustifolia', 'purpurea', 'pallida', 'designed', 'boost', 'immune', 'system', 'made', 'organic', 'echinacea', 'root', 'echinacea', 'root', 'extract', 'containing', 'equivalent', '1400', 'echinacea', 'health', 'practitioner', 'century', 'respected', 'power', 'echinacea', 'herb', 'support', 'body', 'natural', 'defense', 'system', 'stimulating', 'production', 'immune', 'system', 'protein', 'interferon', 'regulate', 'normal', 'immune', 'response', 'furthermore', 'echinacea', 'supply', 'certain', 'naturallyoccurring', 'plant', 'compound', 'known', 'caffeic', 'acid', 'derivative', 'including', 'cichoric', 'acid', 'alkylamides', 'polysaccharide', 'work', 'together', 'stimulate', 'body', 'immune', 'system', 'blend', 'complemented', 'astragalus', 'staminaenhancing', 'tonic', 'also', 'boost', 'longterm', 'immune', 'function', 'european', 'elder', 'berry', 'immuneenhancing', 'support', 'respiratory', 'function', 'support', 'sinus', 'function', 'promote', 'clear', 'breathing', 'passage', 'organic', 'peppermint', 'organic', 'lemon', 'grass', 'included', 'finally', 'organic', 'cinnamon', 'organic', 'fennel', 'organic', 'spearmint', 'organic', 'rose', 'hip', 'wonderful', 'fragrant', 'essence', 'delicious', 'herbal', 'supplementbr', 'caution', 'warning', 'except', 'standard', 'disclaimer', 'intended', 'diagnose', 'treat', 'cure', 'prevent', 'disease', 'say', 'immune', 'system', 'seems', 'drink', 'cup', 'increased', 'immune', 'stimulation', 'drink', 'cup', 'daybr', 'caffeine', 'entirely', 'herbal', 'note', 'review', 'sixpack', '16count', 'box', 'excellent', 'value', 'overall', 'compare', 'sixpack', 'amazon', 'make', 'sure', 'best', 'value', 'though', 'always', 'cheaper', 'buying', 'single', 'box', 'better', 'deal', 'othersbr', 'highly', 'recommendedbr']"
32274,anonymous,"['single', 'serving', 'high', 'compared', 'price', 'offered', 'nutrisystem', 'also', 'despite', 'listed', 'nutrisystem', 'package', 'came', 'separate', 'source']"
32401,laura,"['used', 'subscribe', 'item', 'dog', 'loved', 'found', 'made', 'china', 'never', 'feed', 'dog', 'anything', 'company']"
32716,mike,"['sweet', 'thought', 'would', 'grade', 'syrup', 'good', 'maple', 'flavor', 'dark', 'amber', 'color', 'jug', 'gift']"
32735,chris,"['grown', 'sugar', 'maple', 'country', 'bought', 'syrup', 'farmer', 'unmarked', 'gallon', 'store', 'syrup', 'never', 'entered', 'house', 'plenty', 'experience', 'maple', 'syrup', 'maple', 'tree', 'maple', 'syrup', 'organic', 'definition', 'farmer', 'tree', 'nothing', 'dont', 'organic', 'house', 'sugared', 'every', 'winter', 'know', 'talking', 'read', 'dont', 'idea', 'happy', 'productbr', 'good', 'syrup', 'priced', 'right', 'purchased', '1731', 'good', 'purchasing', 'really', 'star', 'minus', 'starsbr', 'good', 'grade', 'syrup', 'normally', 'mapley', 'caramel', 'note', 'syrup', 'lack', 'strong', 'maple', 'flavor', 'make', 'suitable', 'cooking', 'good', 'match', 'like', 'strong', 'flavor', 'doe', 'complexity', 'finesse', 'grade', 'amber', 'short', 'rather', 'bland', 'pedestrian', 'maple', 'syrup', 'dont', 'know', 'whether', 'tree', 'tapped', 'label', 'vary', 'year', 'year', 'batch', 'uninteresting', 'bought', 'alternative', 'whole', 'food', 'label', 'quite', 'frankly', 'whole', 'food', 'grade', 'amber', 'stronger', 'maple', 'flavor', 'complexity', 'whole', 'food', 'grade', 'significantly', 'stronger', 'flavor', 'would', 'rate', 'whole', 'food', 'grade', 'amber', 'star', 'minus', 'grade', 'star']"
